text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
full text the taiwan question and chinas reunification in the new era,8/10/2022 10:34,globaltimes,8,2022,0.891,Positive,"['full', 'text', 'taiwan', 'question', 'chinas', 'reunification', 'new', 'era']"
bri symposium in malaysia discusses hightech tourism promotion,8/9/2022 20:25,globaltimes,8,2022,0.4019,Positive,"['bri', 'symposium', 'malaysia', 'discusses', 'hightech', 'tourism', 'promotion']"
sherman visits south pacific to sabotage regions growing ties with china,8/7/2022 23:11,globaltimes,8,2022,0.9041,Positive,"['sherman', 'visits', 'south', 'pacific', 'sabotage', 'regions', 'growing', 'ties', 'with', 'china']"
us new africa strategy likely to bring the continent back to cold war,8/8/2022 18:00,globaltimes,8,2022,0.7964,Positive,"['us', 'new', 'africa', 'strategy', 'likely', 'bring', 'continent', 'back', 'cold', 'war']"
bullet trains designed for 350kmh travel from jakartabandung roll off assembly line in echinas qingdao,8/5/2022 15:08,globaltimes,8,2022,0.5719,Positive,"['bullet', 'trains', 'designed', '350kmh', 'travel', 'jakartabandung', 'roll', 'assembly', 'line', 'echinas', 'qingdao']"
from desert highway to green corridor a glimpse into yulin nw china,8/3/2022 23:28,globaltimes,8,2022,0.7269,Positive,"['desert', 'highway', 'green', 'corridor', 'glimpse', 'yulin', 'nw', 'china']"
china greece vow to expand bilateral economic cooperation,8/4/2022 0:21,globaltimes,8,2022,0.743,Positive,"['china', 'greece', 'vow', 'expand', 'bilateral', 'economic', 'cooperation']"
us has no rights to use imf loans to serve own interests,8/1/2022 23:11,globaltimes,8,2022,0.8555,Positive,"['us', 'no', 'rights', 'use', 'imf', 'loans', 'serve', 'interests']"
africa needs concrete measures of cooperation instead of empty promises,8/2/2022 0:36,globaltimes,8,2022,0.9337,Positive,"['africa', 'needs', 'concrete', 'measures', 'cooperation', 'instead', 'empty', 'promises']"
young ghanaian much in favor of china  interview with dr winfred nii okai hammond ambassador of ghana to china,8/1/2022 21:08,globaltimes,8,2022,0.5719,Positive,"['young', 'ghanaian', 'much', 'favor', 'china', 'interview', 'with', 'dr', 'winfred', 'nii', 'okai', 'hammond', 'ambassador', 'ghana', 'china']"
cpec truly transformative for pakistan pakistani senator,7/31/2022 18:41,globaltimes,7,2022,0.743,Positive,"['cpec', 'truly', 'transformative', 'pakistan', 'pakistani', 'senator']"
chinese ports linking mongolia reopen facilitating bilateral trade and enhancing cooperation,7/31/2022 20:36,globaltimes,7,2022,0.9635,Positive,"['chinese', 'ports', 'linking', 'mongolia', 'reopen', 'facilitating', 'bilateral', 'trade', 'enhancing', 'cooperation']"
china exempts import tariffs resumes issuing visas for afghan citizens,7/29/2022 23:22,globaltimes,7,2022,0.8885,Positive,"['china', 'exempts', 'import', 'tariffs', 'resumes', 'issuing', 'visas', 'afghan', 'citizens']"
data shows hainan on fast track to become consumptionpowered free trade port white paper,7/29/2022 17:43,globaltimes,7,2022,0.7506,Positive,"['data', 'shows', 'hainan', 'fast', 'track', 'become', 'consumptionpowered', 'free', 'trade', 'port', 'white', 'paper']"
bri projects at port of gwadar sea and piraeus create new momentum for regional development and connectivity under a shared future,7/28/2022 20:48,globaltimes,7,2022,0.5574,Positive,"['bri', 'projects', 'port', 'gwadar', 'sea', 'piraeus', 'create', 'new', 'momentum', 'regional', 'development', 'connectivity', 'shared', 'future']"
china indonesia deepen ties inject stability to region world in international landscape full of uncertainties,7/27/2022 0:25,globaltimes,7,2022,0.8857,Positive,"['china', 'indonesia', 'deepen', 'ties', 'inject', 'stability', 'region', 'world', 'international', 'landscape', 'full', 'uncertainties']"
lets hope us diplomacy doesnt end up as chewing gum on the bottom of chinas shoes global times editorial,7/26/2022 1:11,globaltimes,7,2022,0.802,Positive,"['lets', 'hope', 'us', 'diplomacy', 'doesnt', 'end', 'chewing', 'gum', 'bottom', 'chinas', 'shoes', 'global', 'times', 'editorial']"
coordinated efforts rather than questioning bri are key to tackling global risks,7/26/2022 19:38,globaltimes,7,2022,0.4019,Positive,"['coordinated', 'efforts', 'rather', 'questioning', 'bri', 'key', 'tackling', 'global', 'risks']"
chinese foreign minister wang yi to attend sco ministers meeting visit uzbekistan tajikistan and kyrgyzstan fm spokesperson,7/26/2022 22:06,globaltimes,7,2022,0.8934,Positive,"['chinese', 'foreign', 'minister', 'wang', 'yi', 'attend', 'sco', 'ministers', 'meeting', 'visit', 'uzbekistan', 'tajikistan', 'kyrgyzstan', 'fm', 'spokesperson']"
bottom line on taiwan question will be shaped through fight with us chinese scholar,7/25/2022 17:45,globaltimes,7,2022,0.8074,Positive,"['bottom', 'line', 'taiwan', 'question', 'shaped', 'fight', 'with', 'us', 'chinese', 'scholar']"
yiwus 200byuan milestone injects confidence into chinas foreign trade recovery for h2,7/24/2022 20:04,globaltimes,7,2022,0.8519,Positive,"['yiwus', '200byuan', 'milestone', 'injects', 'confidence', 'chinas', 'foreign', 'trade', 'recovery', 'h2']"
gt voice thirdparty cooperation linked to cpec in line with regional needs,7/24/2022 21:25,globaltimes,7,2022,0.4404,Positive,"['gt', 'voice', 'thirdparty', 'cooperation', 'linked', 'cpec', 'line', 'with', 'regional', 'needs']"
11th chinaafrica think tanks forum promotes spirit of chinaafrica friendship and cooperation,7/22/2022 0:57,globaltimes,7,2022,0.802,Positive,"['11th', 'chinaafrica', 'think', 'tanks', 'forum', 'promotes', 'spirit', 'chinaafrica', 'friendship', 'cooperation']"
judging committee meeting of 1st silk road global news awards held in beijing,7/20/2022 20:30,globaltimes,7,2022,0.9982,Positive,"['judging', 'committee', 'meeting', '1st', 'silk', 'road', 'global', 'news', 'awards', 'held', 'beijing']"
lancangmekong cooperation built on mutual political trust voluntary participation chinese ambassador to myanmar,7/19/2022 19:20,globaltimes,7,2022,0.7269,Positive,"['lancangmekong', 'cooperation', 'built', 'mutual', 'political', 'trust', 'voluntary', 'participation', 'chinese', 'ambassador', 'myanmar']"
sri lanka to maintain excellent ties with china regardless of change in govt ambassador to china,7/18/2022 11:46,globaltimes,7,2022,0.5719,Positive,"['sri', 'lanka', 'maintain', 'excellent', 'ties', 'with', 'china', 'regardless', 'change', 'govt', 'ambassador', 'china']"
nw chinas xinjiang demonstrates great economic vitality in multiple sectors defying us smear crackdown,7/18/2022 22:44,globaltimes,7,2022,0.4939,Positive,"['nw', 'chinas', 'xinjiang', 'demonstrates', 'great', 'economic', 'vitality', 'multiple', 'sectors', 'defying', 'us', 'smear', 'crackdown']"
nam ou hydropower project in laos generates 10 bln kwh,7/17/2022 8:42,globaltimes,7,2022,0.8779,Positive,"['nam', 'ou', 'hydropower', 'project', 'laos', 'generates', '10', 'bln', 'kwh']"
chinas wisdom prevails in middle east former egyptian diplomat,7/17/2022 16:59,globaltimes,7,2022,0.7096,Positive,"['chinas', 'wisdom', 'prevails', 'middle', 'east', 'former', 'egyptian', 'diplomat']"
chinas economy to thrive in h2 with virus kept under control,7/17/2022 20:42,globaltimes,7,2022,0.8885,Positive,"['chinas', 'economy', 'thrive', 'h2', 'with', 'virus', 'kept', 'control']"
south pacific to be an arena for cooperation not vicious competition chinese fm,7/14/2022 23:26,globaltimes,7,2022,0.743,Positive,"['south', 'pacific', 'arena', 'cooperation', 'not', 'vicious', 'competition', 'chinese', 'fm']"
china greece should enhance ties in all areas to excellent level of political bond senior greek diplomat,7/14/2022 19:39,globaltimes,7,2022,0.8934,Positive,"['china', 'greece', 'enhance', 'ties', 'areas', 'excellent', 'level', 'political', 'bond', 'senior', 'greek', 'diplomat']"
addis ababaâdjibouti railway a road to prosperity bri boost speedy transformation in africa in past decade,7/14/2022 20:02,globaltimes,7,2022,0.7269,Positive,"['addis', 'ababaâ\x80\x93djibouti', 'railway', 'road', 'prosperity', 'bri', 'boost', 'speedy', 'transformation', 'africa', 'past', 'decade']"
china celac to deepen cooperation on poverty reeducation in fresh sign of growing ties,7/14/2022 21:04,globaltimes,7,2022,0.2732,Positive,"['china', 'celac', 'deepen', 'cooperation', 'poverty', 'reeducation', 'fresh', 'sign', 'growing', 'ties']"
gt voice emerging markets debt issues cant be solved by blaming china,7/12/2022 23:10,globaltimes,7,2022,0.6597,Positive,"['gt', 'voice', 'emerging', 'markets', 'debt', 'issues', 'cant', 'solved', 'blaming', 'china']"
abe leaves complex legacy to chinajapan relations chinese public opinions reasonable objective evaluation becomes worlds mainstream when initial shock ebbs away,7/13/2022 0:28,globaltimes,7,2022,0.7351,Positive,"['abe', 'leaves', 'complex', 'legacy', 'chinajapan', 'relations', 'chinese', 'public', 'opinions', 'reasonable', 'objective', 'evaluation', 'becomes', 'worlds', 'mainstream', 'initial', 'shock', 'ebbs', 'away']"
imf other intl institutions urged to take responsibility in tackling sri lankan crisis to prevent more nations in africa latam to follow suits,7/11/2022 23:34,globaltimes,7,2022,0.765,Positive,"['imf', 'intl', 'institutions', 'urged', 'take', 'responsibility', 'tackling', 'sri', 'lankan', 'crisis', 'prevent', 'nations', 'africa', 'latam', 'follow', 'suits']"
china and indonesia to jointly push for major landmark projects on transportation vaccine fm,7/11/2022 6:14,globaltimes,7,2022,0.4005,Positive,"['china', 'indonesia', 'jointly', 'push', 'major', 'landmark', 'projects', 'transportation', 'vaccine', 'fm']"
china myanmar steadily expand use of yuan in bilateral trade despite setbacks source,7/11/2022 22:29,globaltimes,7,2022,0.9947,Positive,"['china', 'myanmar', 'steadily', 'expand', 'use', 'yuan', 'bilateral', 'trade', 'despite', 'setbacks', 'source']"
10 years on world views china as established power different from west gt surveys,7/9/2022 0:52,globaltimes,7,2022,0.714,Positive,"['10', 'years', 'world', 'views', 'china', 'established', 'power', 'different', 'west', 'gt', 'surveys']"
china proposes 6 programs with lancangmekong countries despite customary western provocation of ties,7/4/2022 23:23,globaltimes,7,2022,0.7096,Positive,"['china', 'proposes', '6', 'programs', 'with', 'lancangmekong', 'countries', 'despite', 'customary', 'western', 'provocation', 'ties']"
xiproposed gdi offers chinese wisdom on global development report,7/5/2022 0:34,globaltimes,7,2022,0.3818,Positive,"['xiproposed', 'gdi', 'offers', 'chinese', 'wisdom', 'global', 'development', 'report']"
china supported electrified railway and station in egypt enter official service embassy,7/4/2022 12:05,globaltimes,7,2022,0.6597,Positive,"['china', 'supported', 'electrified', 'railway', 'station', 'egypt', 'enter', 'official', 'service', 'embassy']"
egypts first electric lrt project a latest success of chinas railway technology exports to africa,7/4/2022 20:21,globaltimes,7,2022,0.7425,Positive,"['egypts', 'first', 'electric', 'lrt', 'project', 'latest', 'success', 'chinas', 'railway', 'technology', 'exports', 'africa']"
hks hardline new chief vows inclusive vibrant city expected to firmly heed xis 4point expectations,7/1/2022 21:46,globaltimes,7,2022,0.7845,Positive,"['hks', 'hardline', 'new', 'chief', 'vows', 'inclusive', 'vibrant', 'city', 'expected', 'firmly', 'heed', 'xis', '4point', 'expectations']"
pakistans karot hydropower project under the cpec starts commercial operation,6/29/2022 22:48,globaltimes,6,2022,0.9136,Positive,"['pakistans', 'karot', 'hydropower', 'project', 'cpec', 'starts', 'commercial', 'operation']"
china and indonesia sign dam building contract worth 290 million,6/30/2022 11:27,globaltimes,6,2022,0.6249,Positive,"['china', 'indonesia', 'sign', 'dam', 'building', 'contract', 'worth', '290', 'million']"
china to strengthen coordination with pakistan on multilateral affairs and safeguard common interests of developing countries top chinese diplomat,6/30/2022 14:58,globaltimes,6,2022,0.7184,Positive,"['china', 'strengthen', 'coordination', 'with', 'pakistan', 'multilateral', 'affairs', 'safeguard', 'common', 'interests', 'developing', 'countries', 'top', 'chinese', 'diplomat']"
hong kongs integration with chinese mainland deepens commerce ministry,6/30/2022 19:45,globaltimes,6,2022,0.7783,Positive,"['hong', 'kongs', 'integration', 'with', 'chinese', 'mainland', 'deepens', 'commerce', 'ministry']"
success of one country two systems lies in responsible attitude of central govt senior political advisor,6/30/2022 20:32,globaltimes,6,2022,0.9169,Positive,"['success', 'one', 'country', 'two', 'systems', 'lies', 'responsible', 'attitude', 'central', 'govt', 'senior', 'political', 'advisor']"
what is the genuine purpose behind the color revolution instigated by usled west in kazakhstan,6/29/2022 20:36,globaltimes,6,2022,0.5423,Positive,"['genuine', 'purpose', 'behind', 'color', 'revolution', 'instigated', 'usled', 'west', 'kazakhstan']"
globalization common prosperity and winwin cooperation,6/27/2022 23:24,globaltimes,6,2022,0.9118,Positive,"['globalization', 'common', 'prosperity', 'winwin', 'cooperation']"
chinarussia auto parts export base being built in suifenhe heilongjiang province,6/28/2022 13:51,globaltimes,6,2022,0.8481,Positive,"['chinarussia', 'auto', 'parts', 'export', 'base', 'built', 'suifenhe', 'heilongjiang', 'province']"
internal development of china lays foundation for global efforts swedish scholar,6/28/2022 19:44,globaltimes,6,2022,0.9325,Positive,"['internal', 'development', 'china', 'lays', 'foundation', 'global', 'efforts', 'swedish', 'scholar']"
shaping history a path of chinesestyle modernization creates new form of civilization,6/26/2022 19:42,globaltimes,6,2022,0.8834,Positive,"['shaping', 'history', 'path', 'chinesestyle', 'modernization', 'creates', 'new', 'form', 'civilization']"
xi offers answers to questions of the times at brics forum,6/23/2022 0:07,globaltimes,6,2022,0.955,Positive,"['xi', 'offers', 'answers', 'questions', 'times', 'brics', 'forum']"
nonfinancial odi up 23 in janmay growth stable despite challenges,6/23/2022 17:37,globaltimes,6,2022,0.8519,Positive,"['nonfinancial', 'odi', '23', 'janmay', 'growth', 'stable', 'despite', 'challenges']"
decade of rapid expansion in chinaeurope rail service attests to achievement of bri,6/23/2022 19:53,globaltimes,6,2022,0.7269,Positive,"['decade', 'rapid', 'expansion', 'chinaeurope', 'rail', 'service', 'attests', 'achievement', 'bri']"
